114cf6e338f90a48f7fae837c70e8325,2400,37,30,20
9e0bbeed8f6cb9acb9809733f155800b,800,16,10,16
5cd47d379b62715339c690e8ffe65df4,400,16,11,12
2820a0ee65a765e5dbb7ef1da30d2f4f,1525,27,23,24
7329db39e452f3fa1b4f8285055a8e36,350,20,20,20
6603a1f90a028304a932b64612e2a39b,16200,28,35,50
ffbe3df3856b1fef3fee8f1264105a89,250,16,11,15
4debd977b5bc245487ec61b7961b16e3,650,19,3,11
c53feca3e876804031ed4a4b48ac8f1e,20550,69,28,56
ba9f160a6ae1c23f25d690fd06fe4fd8,7050,20,62,35
b1688f579e9213539ee21cf15ac4382a,250,17,4,12
a703f5ade6e4fae527357132230ea778,225,45,10,14
437c05a395e9e47f9762e677a7068ce7,1110,19,11,18
9da0bebb7f9168679e748abbfad05edd,450,40,4,30
41db6d8062fcd38410c699743ccc0265,125,19,5,11
bae1013381fa74d68d18c89d313f97eb,300,20,5,48
fa23bf270fb9880690b07d09b9f9ff20,800,50,15,25
dcbdf52239601eca861bf0d1aa598fab,185,24,7,16
e4d325bd1eea550509bdbbc5c3301fc1,525,16,16,18
286ae430a4ebbf9a6048a42f362fa322,750,23,2,20
f89d2b130b571d24532514dca6fee2a8,150,25,7,16
4231002e80d2a25aed31d65b4b91f479,800,50,5,50
a237de12bdf0bfe4fe220bae65a89731,1250,60,12,12
a32a25c59034cb4c034031798e2fba85,500,30,5,23
dc3665bc3584a881a2462a1efbc71107,800,50,7,38
8bd4145633bb6d4e5ae091577f6b8dce,7975,44,16,53
e5da60b217874889dd4becf29412d793,100,19,3,11
84183944dc7cddca87a5d384452c1d3c,150,16,2,11
cf28a2b7bc92809a0574cf07772c88c4,250,20,2,15
5a21ffb33906d29b4ad9edf60f6f1b2e,1850,30,30,30
